"Date","Price","Open","High","Low","Change %"
"Sep 14, 2017","1.6296","1.6082","1.6364","1.6015","1.33%"
"Sep 15, 2017","1.6576","1.6298","1.6585","1.6284","1.72%"
"Sep 18, 2017","1.6585","1.6563","1.6634","1.6477","0.05%"
"Sep 19, 2017","1.6603","1.6585","1.6678","1.6542","0.11%"
"Sep 20, 2017","1.6626","1.6605","1.6735","1.6552","0.14%"
"Sep 21, 2017","1.6741","1.6625","1.6764","1.6621","0.69%"
"Sep 22, 2017","1.6647","1.6743","1.6749","1.6583","-0.56%"
"Sep 25, 2017","1.6660","1.6643","1.6733","1.6597","0.08%"
"Sep 26, 2017","1.6617","1.6661","1.6734","1.6578","-0.26%"
"Sep 27, 2017","1.6698","1.6616","1.6722","1.6528","0.49%"
"Sep 28, 2017","1.6704","1.6699","1.6776","1.6657","0.04%"
"Sep 29, 2017","1.6705","1.6706","1.6796","1.6595","0.01%"
"Oct 02, 2017","1.6609","1.6691","1.6723","1.6556","-0.57%"
"Oct 03, 2017","1.6531","1.6604","1.6641","1.6522","-0.47%"
"Oct 04, 2017","1.6525","1.6535","1.6590","1.6520","-0.04%"
"Oct 05, 2017","1.6484","1.6522","1.6543","1.6418","-0.25%"
"Oct 06, 2017","1.6379","1.6485","1.6495","1.6348","-0.64%"
"Oct 09, 2017","1.6492","1.6379","1.6534","1.6358","0.69%"
"Oct 10, 2017","1.6525","1.6491","1.6537","1.6460","0.20%"
"Oct 11, 2017","1.6476","1.6525","1.6536","1.6469","-0.30%"
"Oct 12, 2017","1.6543","1.6472","1.6573","1.6360","0.41%"
"Oct 13, 2017","1.6565","1.6543","1.6656","1.6516","0.13%"
"Oct 16, 2017","1.6586","1.6614","1.6691","1.6554","0.13%"
"Oct 17, 2017","1.6517","1.6583","1.6661","1.6502","-0.42%"
"Oct 18, 2017","1.6463","1.6518","1.6540","1.6423","-0.33%"
"Oct 19, 2017","1.6430","1.6464","1.6489","1.6379","-0.20%"
"Oct 20, 2017","1.6652","1.6430","1.6662","1.6379","1.35%"
"Oct 23, 2017","1.6698","1.6650","1.6718","1.6614","0.28%"
"Oct 24, 2017","1.6650","1.6698","1.6717","1.6604","-0.29%"
"Oct 25, 2017","1.6972","1.6650","1.6991","1.6625","1.93%"
"Oct 26, 2017","1.6906","1.6972","1.7005","1.6874","-0.39%"
"Oct 27, 2017","1.6815","1.6906","1.6917","1.6806","-0.54%"
"Oct 30, 2017","1.6946","1.6824","1.6969","1.6796","0.78%"
"Oct 31, 2017","1.7116","1.6945","1.7142","1.6931","1.00%"
"Nov 01, 2017","1.7045","1.7124","1.7174","1.7028","-0.41%"
"Nov 02, 2017","1.6727","1.7042","1.7076","1.6712","-1.87%"
"Nov 03, 2017","1.6689","1.6726","1.6849","1.6644","-0.23%"
"Nov 06, 2017","1.6734","1.6699","1.6767","1.6654","0.27%"
"Nov 07, 2017","1.6820","1.6735","1.6840","1.6724","0.51%"
"Nov 08, 2017","1.6693","1.6818","1.6830","1.6652","-0.76%"
"Nov 09, 2017","1.6671","1.6688","1.6728","1.6629","-0.13%"
"Nov 10, 2017","1.6728","1.6674","1.6787","1.6623","0.34%"
"Nov 13, 2017","1.6701","1.6725","1.6740","1.6589","-0.16%"
"Nov 14, 2017","1.6761","1.6701","1.6802","1.6638","0.36%"
"Nov 15, 2017","1.6811","1.6763","1.6856","1.6704","0.30%"
"Nov 16, 2017","1.6833","1.6811","1.6864","1.6782","0.13%"
"Nov 17, 2017","1.6865","1.6833","1.6932","1.6800","0.19%"
"Nov 20, 2017","1.6967","1.6870","1.6983","1.6861","0.60%"
"Nov 21, 2017","1.6918","1.6968","1.7014","1.6871","-0.29%"
"Nov 22, 2017","1.6915","1.6918","1.6948","1.6841","-0.02%"
"Nov 23, 2017","1.6920","1.6920","1.6949","1.6858","0.03%"
"Nov 24, 2017","1.6959","1.6921","1.6995","1.6897","0.23%"
"Nov 27, 2017","1.7006","1.6954","1.7027","1.6915","0.28%"
"Nov 28, 2017","1.7094","1.6999","1.7155","1.6930","0.52%"
"Nov 29, 2017","1.7251","1.7093","1.7295","1.7086","0.92%"
"Nov 30, 2017","1.7445","1.7249","1.7463","1.7242","1.12%"
"Dec 01, 2017","1.7087","1.7443","1.7471","1.7083","-2.05%"
"Dec 04, 2017","1.7079","1.7088","1.7167","1.7025","-0.05%"
"Dec 05, 2017","1.7057","1.7078","1.7093","1.6922","-0.13%"
"Dec 06, 2017","1.7128","1.7055","1.7141","1.6912","0.42%"
"Dec 07, 2017","1.7315","1.7128","1.7331","1.7082","1.09%"
"Dec 08, 2017","1.7201","1.7317","1.7385","1.7173","-0.66%"
"Dec 11, 2017","1.7146","1.7216","1.7242","1.7134","-0.32%"
"Dec 12, 2017","1.7128","1.7147","1.7191","1.7079","-0.10%"
"Dec 13, 2017","1.7197","1.7132","1.7215","1.7116","0.40%"
"Dec 14, 2017","1.7187","1.7205","1.7297","1.7083","-0.06%"
"Dec 15, 2017","1.7134","1.7190","1.7200","1.7006","-0.31%"
"Dec 18, 2017","1.7215","1.7151","1.7280","1.7125","0.47%"
"Dec 19, 2017","1.7237","1.7212","1.7257","1.7167","0.13%"
"Dec 20, 2017","1.7165","1.7235","1.7260","1.7153","-0.42%"
"Dec 21, 2017","1.7051","1.7166","1.7187","1.6975","-0.66%"
"Dec 22, 2017","1.7014","1.7055","1.7130","1.6974","-0.22%"
"Dec 25, 2017","1.7017","1.6996","1.7049","1.6985","0.02%"
"Dec 26, 2017","1.6971","1.7021","1.7034","1.6954","-0.27%"
"Dec 27, 2017","1.6954","1.6967","1.6988","1.6921","-0.10%"
"Dec 28, 2017","1.6898","1.6953","1.6984","1.6885","-0.33%"
"Dec 29, 2017","1.7000","1.6899","1.7003","1.6874","0.60%"
"Jan 01, 2018","1.6940","1.7001","1.7001","1.6937","-0.35%"
"Jan 02, 2018","1.7003","1.6945","1.7020","1.6932","0.37%"
"Jan 03, 2018","1.6940","1.7003","1.7037","1.6912","-0.37%"
"Jan 04, 2018","1.6923","1.6938","1.6986","1.6913","-0.10%"
"Jan 05, 2018","1.6840","1.6922","1.6969","1.6758","-0.49%"
"Jan 08, 2018","1.6853","1.6849","1.6874","1.6776","0.08%"
"Jan 09, 2018","1.6876","1.6853","1.6883","1.6790","0.14%"
"Jan 10, 2018","1.6947","1.6877","1.6999","1.6792","0.42%"
"Jan 11, 2018","1.6948","1.6943","1.7005","1.6918","0.01%"
"Jan 12, 2018","1.7103","1.6948","1.7183","1.6941","0.91%"
"Jan 15, 2018","1.7142","1.7106","1.7168","1.7073","0.23%"
"Jan 16, 2018","1.7151","1.7142","1.7166","1.7069","0.05%"
"Jan 17, 2018","1.7200","1.7153","1.7303","1.7078","0.29%"
"Jan 18, 2018","1.7252","1.7199","1.7344","1.7183","0.30%"
"Jan 19, 2018","1.7299","1.7250","1.7347","1.7226","0.27%"
"Jan 22, 2018","1.7407","1.7314","1.7430","1.7300","0.62%"
"Jan 23, 2018","1.7384","1.7409","1.7479","1.7362","-0.13%"
"Jan 24, 2018","1.7589","1.7384","1.7599","1.7382","1.18%"
"Jan 25, 2018","1.7510","1.7589","1.7644","1.7438","-0.45%"
"Jan 26, 2018","1.7445","1.7515","1.7599","1.7424","-0.37%"
"Jan 29, 2018","1.7366","1.7445","1.7457","1.7301","-0.45%"
"Jan 30, 2018","1.7449","1.7364","1.7466","1.7299","0.48%"
"Jan 31, 2018","1.7477","1.7450","1.7485","1.7349","0.16%"
"Feb 01, 2018","1.7499","1.7477","1.7564","1.7440","0.13%"
"Feb 02, 2018","1.7549","1.7502","1.7562","1.7472","0.29%"
"Feb 05, 2018","1.7503","1.7559","1.7573","1.7446","-0.26%"
"Feb 06, 2018","1.7424","1.7502","1.7532","1.7351","-0.45%"
"Feb 07, 2018","1.7446","1.7427","1.7495","1.7364","0.13%"
"Feb 08, 2018","1.7535","1.7447","1.7667","1.7421","0.51%"
"Feb 09, 2018","1.7405","1.7537","1.7617","1.7365","-0.74%"
"Feb 12, 2018","1.7402","1.7389","1.7447","1.7376","-0.02%"
"Feb 13, 2018","1.7493","1.7399","1.7539","1.7396","0.52%"
"Feb 14, 2018","1.7484","1.7496","1.7559","1.7408","-0.05%"
"Feb 15, 2018","1.7592","1.7487","1.7634","1.7480","0.62%"
"Feb 16, 2018","1.7633","1.7593","1.7640","1.7531","0.23%"
"Feb 19, 2018","1.7591","1.7613","1.7637","1.7566","-0.24%"
"Feb 20, 2018","1.7702","1.7589","1.7707","1.7543","0.63%"
"Feb 21, 2018","1.7679","1.7705","1.7723","1.7600","-0.13%"
"Feb 22, 2018","1.7738","1.7682","1.7763","1.7585","0.33%"
"Feb 23, 2018","1.7641","1.7732","1.7787","1.7635","-0.55%"
"Feb 26, 2018","1.7712","1.7677","1.7810","1.7654","0.40%"
"Feb 27, 2018","1.7770","1.7711","1.7778","1.7673","0.33%"
"Feb 28, 2018","1.7657","1.7772","1.7775","1.7634","-0.64%"
"Mar 01, 2018","1.7687","1.7661","1.7710","1.7616","0.17%"
"Mar 02, 2018","1.7780","1.7687","1.7806","1.7656","0.53%"
"Mar 05, 2018","1.7954","1.7742","1.8007","1.7742","0.98%"
"Mar 06, 2018","1.7881","1.7954","1.7996","1.7875","-0.41%"
"Mar 07, 2018","1.7949","1.7882","1.8052","1.7868","0.38%"
"Mar 08, 2018","1.7812","1.7949","1.7969","1.7794","-0.76%"
"Mar 09, 2018","1.7744","1.7811","1.7849","1.7736","-0.38%"
"Mar 12, 2018","1.7853","1.7765","1.7866","1.7739","0.61%"
"Mar 13, 2018","1.8101","1.7859","1.8136","1.7826","1.39%"
"Mar 14, 2018","1.8087","1.8100","1.8122","1.8032","-0.08%"
"Mar 15, 2018","1.8192","1.8081","1.8245","1.8031","0.58%"
"Mar 16, 2018","1.8257","1.8193","1.8296","1.8171","0.36%"
"Mar 19, 2018","1.8339","1.8250","1.8419","1.8237","0.45%"
"Mar 20, 2018","1.8297","1.8341","1.8381","1.8267","-0.23%"
"Mar 21, 2018","1.8242","1.8295","1.8374","1.8188","-0.30%"
"Mar 22, 2018","1.8239","1.8245","1.8295","1.8170","-0.02%"
"Mar 23, 2018","1.8222","1.8244","1.8267","1.8136","-0.09%"
"Mar 26, 2018","1.8271","1.8231","1.8385","1.8200","0.27%"
"Mar 27, 2018","1.8238","1.8274","1.8300","1.8131","-0.18%"
"Mar 28, 2018","1.8193","1.8236","1.8298","1.8140","-0.25%"
"Mar 29, 2018","1.8062","1.8189","1.8207","1.8055","-0.72%"
"Mar 30, 2018","1.8075","1.8061","1.8133","1.8057","0.07%"
"Apr 02, 2018","1.8137","1.8104","1.8185","1.8074","0.34%"
"Apr 03, 2018","1.8005","1.8136","1.8159","1.7961","-0.73%"
"Apr 04, 2018","1.7982","1.8004","1.8078","1.7963","-0.13%"
"Apr 05, 2018","1.7853","1.7978","1.7997","1.7845","-0.72%"
"Apr 06, 2018","1.8016","1.7850","1.8024","1.7846","0.91%"
"Apr 09, 2018","1.7943","1.8014","1.8098","1.7931","-0.41%"
"Apr 10, 2018","1.7865","1.7945","1.8002","1.7830","-0.43%"
"Apr 11, 2018","1.7834","1.7857","1.7936","1.7812","-0.17%"
"Apr 12, 2018","1.7904","1.7838","1.7956","1.7821","0.39%"
"Apr 13, 2018","1.7962","1.7911","1.7990","1.7887","0.32%"
"Apr 16, 2018","1.8014","1.7954","1.8055","1.7925","0.29%"
"Apr 17, 2018","1.7929","1.8017","1.8061","1.7899","-0.47%"
"Apr 18, 2018","1.7937","1.7929","1.8004","1.7839","0.04%"
"Apr 19, 2018","1.7857","1.7935","1.7972","1.7815","-0.45%"
"Apr 20, 2018","1.7869","1.7855","1.7894","1.7747","0.07%"
"Apr 23, 2018","1.7913","1.7881","1.7932","1.7827","0.25%"
"Apr 24, 2018","1.7937","1.7910","1.7945","1.7865","0.13%"
"Apr 25, 2018","1.7892","1.7942","1.7982","1.7877","-0.25%"
"Apr 26, 2018","1.7913","1.7895","1.7989","1.7858","0.12%"
"Apr 27, 2018","1.7677","1.7908","1.7947","1.7666","-1.32%"
"Apr 30, 2018","1.7688","1.7680","1.7714","1.7599","0.06%"
"May 01, 2018","1.7491","1.7684","1.7692","1.7483","-1.11%"
"May 02, 2018","1.7497","1.7490","1.7555","1.7429","0.03%"
"May 03, 2018","1.7441","1.7498","1.7513","1.7424","-0.32%"
"May 04, 2018","1.7384","1.7440","1.7488","1.7371","-0.33%"
"May 07, 2018","1.7463","1.7389","1.7491","1.7375","0.45%"
"May 08, 2018","1.7544","1.7464","1.7572","1.7457","0.46%"
"May 09, 2018","1.7412","1.7542","1.7567","1.7384","-0.75%"
"May 10, 2018","1.7261","1.7412","1.7428","1.7220","-0.87%"
"May 11, 2018","1.7326","1.7259","1.7356","1.7224","0.38%"
"May 14, 2018","1.7369","1.7338","1.7379","1.7311","0.25%"
"May 15, 2018","1.7388","1.7371","1.7410","1.7314","0.11%"
"May 16, 2018","1.7247","1.7394","1.7401","1.7235","-0.81%"
"May 17, 2018","1.7308","1.7248","1.7328","1.7214","0.35%"
"May 18, 2018","1.7356","1.7310","1.7398","1.7252","0.28%"
"May 21, 2018","1.7173","1.7349","1.7371","1.7162","-1.05%"
"May 22, 2018","1.7223","1.7174","1.7230","1.7117","0.29%"
"May 23, 2018","1.7126","1.7224","1.7263","1.7118","-0.56%"
"May 24, 2018","1.7238","1.7126","1.7304","1.7110","0.65%"
"May 25, 2018","1.7265","1.7237","1.7324","1.7197","0.16%"
"May 28, 2018","1.7296","1.7261","1.7337","1.7245","0.18%"
"May 29, 2018","1.7253","1.7292","1.7315","1.7174","-0.25%"
"May 30, 2018","1.7111","1.7249","1.7305","1.7050","-0.82%"
"May 31, 2018","1.7235","1.7110","1.7287","1.7067","0.72%"
"Jun 01, 2018","1.7283","1.7232","1.7324","1.7161","0.28%"
"Jun 04, 2018","1.7211","1.7277","1.7314","1.7196","-0.42%"
"Jun 05, 2018","1.7376","1.7214","1.7436","1.7200","0.96%"
"Jun 06, 2018","1.7361","1.7375","1.7394","1.7257","-0.09%"
"Jun 07, 2018","1.7412","1.7361","1.7471","1.7327","0.29%"
"Jun 08, 2018","1.7335","1.7410","1.7483","1.7320","-0.44%"
"Jun 11, 2018","1.7357","1.7386","1.7453","1.7329","0.13%"
"Jun 12, 2018","1.7404","1.7368","1.7445","1.7329","0.27%"
"Jun 13, 2018","1.7370","1.7405","1.7421","1.7325","-0.20%"
